x	y	0.fitness.0.	0.fitness.1.	5000.fitness.0.	5000.fitness.1.	10000.fitness.0.	10000.fitness.1.	15000.fitness.0.	15000.fitness.1.	25000.fitness.0.	25000.fitness.1.	50000.fitness.0.	50000.fitness.1.
0	0	9.200e-01	8.800e-01	7.600e-01	6.400e-01	6.400e-01	5.200e-01	5.600e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
0	1	9.200e-01	9.600e-01	7.200e-01	6.000e-01	6.000e-01	5.600e-01	4.800e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
0	2	7.600e-01	8.400e-01	6.400e-01	8.000e-01	5.200e-01	7.600e-01	4.400e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01
0	3	8.800e-01	8.400e-01	8.000e-01	5.600e-01	7.600e-01	4.400e-01	6.400e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01
0	4	8.800e-01	9.600e-01	6.000e-01	8.000e-01	5.600e-01	6.000e-01	4.800e-01	5.200e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01
0	5	9.200e-01	9.200e-01	6.400e-01	7.200e-01	5.200e-01	6.400e-01	4.800e-01	6.000e-01	4.000e-01	6.000e-01	3.600e-01	6.000e-01
0	6	9.600e-01	9.200e-01	6.400e-01	7.600e-01	5.600e-01	5.200e-01	5.200e-01	4.800e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01
0	7	8.000e-01	7.600e-01	7.200e-01	6.800e-01	6.000e-01	5.600e-01	5.600e-01	4.800e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01
0	8	8.400e-01	9.600e-01	7.200e-01	7.600e-01	5.200e-01	5.600e-01	5.200e-01	5.200e-01	5.200e-01	4.800e-01	4.800e-01	4.800e-01
0	9	8.800e-01	8.800e-01	7.200e-01	6.800e-01	6.000e-01	4.400e-01	6.000e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01
0	10	8.800e-01	8.000e-01	7.600e-01	6.800e-01	6.800e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01
1	0	1.000e+00	9.600e-01	7.200e-01	6.800e-01	5.200e-01	6.800e-01	4.800e-01	5.600e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01
1	1	8.800e-01	8.800e-01	6.800e-01	7.200e-01	6.000e-01	6.400e-01	5.200e-01	5.600e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01
1	2	9.200e-01	9.600e-01	7.600e-01	7.200e-01	4.800e-01	6.400e-01	4.800e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
1	3	1.000e+00	9.600e-01	7.600e-01	6.000e-01	6.800e-01	5.600e-01	6.400e-01	4.800e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01
1	4	8.800e-01	8.800e-01	7.600e-01	7.200e-01	5.600e-01	5.600e-01	5.600e-01	5.200e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01
1	5	8.800e-01	8.800e-01	7.600e-01	6.400e-01	6.400e-01	6.000e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01
1	6	7.600e-01	8.400e-01	6.400e-01	6.800e-01	5.600e-01	6.000e-01	4.400e-01	5.600e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
1	7	8.400e-01	8.400e-01	6.800e-01	6.800e-01	6.000e-01	5.600e-01	6.000e-01	5.600e-01	4.400e-01	5.600e-01	4.400e-01	5.200e-01
1	8	8.800e-01	9.200e-01	6.800e-01	7.200e-01	6.400e-01	5.600e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
1	9	8.800e-01	8.800e-01	6.400e-01	7.200e-01	5.600e-01	7.200e-01	4.000e-01	6.400e-01	4.000e-01	6.000e-01	4.000e-01	5.600e-01
1	10	9.200e-01	8.800e-01	7.200e-01	6.800e-01	5.200e-01	5.600e-01	5.200e-01	5.600e-01	4.800e-01	5.200e-01	4.800e-01	4.800e-01
2	0	9.600e-01	8.400e-01	6.000e-01	7.200e-01	4.800e-01	6.800e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01
2	1	8.800e-01	8.800e-01	6.000e-01	7.600e-01	4.800e-01	6.800e-01	4.400e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01
2	2	9.600e-01	9.200e-01	6.800e-01	6.400e-01	6.400e-01	6.000e-01	5.200e-01	5.200e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01
2	3	8.800e-01	9.600e-01	7.200e-01	7.600e-01	4.800e-01	6.800e-01	4.000e-01	6.400e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01
2	4	8.400e-01	8.800e-01	6.000e-01	8.400e-01	5.200e-01	6.800e-01	4.800e-01	5.600e-01	4.800e-01	5.200e-01	4.800e-01	4.800e-01
2	5	8.800e-01	8.400e-01	6.800e-01	6.000e-01	6.000e-01	5.600e-01	5.200e-01	5.200e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01
2	6	8.000e-01	1.000e+00	7.200e-01	6.000e-01	5.600e-01	4.800e-01	5.600e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01
2	7	8.800e-01	9.600e-01	6.800e-01	7.600e-01	6.000e-01	6.400e-01	5.600e-01	5.600e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
2	8	8.800e-01	9.200e-01	6.800e-01	7.200e-01	6.400e-01	5.600e-01	4.800e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
2	9	8.800e-01	8.800e-01	6.800e-01	7.200e-01	6.000e-01	5.600e-01	5.600e-01	5.200e-01	5.200e-01	4.400e-01	5.200e-01	4.400e-01
2	10	8.000e-01	8.800e-01	7.600e-01	8.000e-01	6.800e-01	5.200e-01	6.400e-01	4.400e-01	6.000e-01	4.000e-01	5.600e-01	4.000e-01
3	0	8.800e-01	9.200e-01	6.000e-01	8.000e-01	5.600e-01	6.000e-01	5.200e-01	5.600e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
3	1	9.200e-01	9.200e-01	6.400e-01	6.800e-01	4.800e-01	6.000e-01	4.400e-01	5.600e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
3	2	8.800e-01	8.800e-01	6.800e-01	7.200e-01	6.400e-01	4.800e-01	6.400e-01	4.400e-01	6.000e-01	3.600e-01	6.000e-01	3.600e-01
3	3	8.800e-01	8.800e-01	8.000e-01	6.800e-01	6.000e-01	6.800e-01	5.200e-01	6.400e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01
3	4	9.200e-01	8.800e-01	6.400e-01	6.800e-01	5.200e-01	6.400e-01	4.800e-01	6.000e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
3	5	9.200e-01	9.200e-01	7.200e-01	6.000e-01	6.400e-01	5.200e-01	6.400e-01	4.400e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01
3	6	9.600e-01	8.400e-01	6.800e-01	6.800e-01	6.400e-01	5.600e-01	5.600e-01	5.200e-01	4.800e-01	4.800e-01	4.800e-01	4.800e-01
3	7	8.400e-01	9.200e-01	8.000e-01	6.800e-01	5.200e-01	5.600e-01	4.400e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01
3	8	9.200e-01	9.600e-01	8.000e-01	8.000e-01	5.200e-01	6.000e-01	5.200e-01	5.600e-01	4.400e-01	5.200e-01	4.400e-01	5.200e-01
3	9	8.800e-01	9.200e-01	6.800e-01	6.400e-01	5.200e-01	6.400e-01	5.200e-01	6.400e-01	3.600e-01	6.000e-01	3.600e-01	6.000e-01
3	10	9.200e-01	8.400e-01	6.800e-01	6.800e-01	6.400e-01	6.400e-01	6.400e-01	4.000e-01	5.600e-01	4.000e-01	5.600e-01	4.000e-01
